customer_id,tenure_months,monthly_charges,total_charges,num_products,support_calls,contract_type,payment_method,age_group,signup_month,cohort,churn
CUST_4103,19,89.06,1625.08,4,0,One Year,Electronic Check,Senior,12,2023-12,1
CUST_4104,4,85.78,419.52,2,2,Month-to-Month,Electronic Check,Young Adult,2,2022-02,0
CUST_4105,8,57.42,519.2,1,0,Month-to-Month,Electronic Check,Middle Age,12,2023-12,0
CUST_4106,26,55.87,1474.23,1,4,Month-to-Month,Electronic Check,Middle Age,10,2022-10,0
CUST_4107,72,44.14,3175.79,1,1,One Year,Bank Transfer,Middle Age,10,2022-10,0
CUST_4108,1,71.68,49.75,5,1,Month-to-Month,Credit Card,Young Adult,1,2022-01,1
CUST_4109,53,48.39,2578.77,1,4,Month-to-Month,Bank Transfer,Middle Age,12,2021-12,0
CUST_4110,20,46.45,1007.99,4,1,Two Year,Mailed Check,Middle Age,2,2022-02,0
CUST_4111,19,61.53,1181.0,4,2,Month-to-Month,Mailed Check,Young Adult,6,2021-06,1
CUST_4112,16,60.22,1071.87,5,1,Month-to-Month,Mailed Check,Senior,11,2022-11,0
CUST_4113,1,59.24,14.34,4,6,Month-to-Month,Bank Transfer,Young Adult,7,2021-07,1
CUST_4114,2,79.33,157.68,4,8,Month-to-Month,Credit Card,Middle Age,6,2022-06,1
CUST_4115,22,71.58,1556.11,2,4,Month-to-Month,Credit Card,Young Adult,1,2022-01,1
CUST_4116,10,64.24,588.14,1,2,Two Year,Bank Transfer,Middle Age,1,2021-01,0
CUST_4117,59,73.66,4338.29,2,1,Month-to-Month,Bank Transfer,Senior,1,2023-01,0
CUST_4118,12,50.17,622.91,2,3,One Year,Mailed Check,Senior,1,2022-01,0
CUST_4119,3,72.11,242.54,4,2,Two Year,Bank Transfer,Middle Age,10,2022-10,0
CUST_4120,30,73.01,2298.82,3,3,Month-to-Month,Credit Card,Middle Age,10,2023-10,0
CUST_4121,8,39.94,342.74,1,5,Month-to-Month,Mailed Check,Middle Age,1,2022-01,1
CUST_4122,17,89.91,1585.98,3,2,One Year,Mailed Check,Middle Age,2,2021-02,0
CUST_4123,28,52.37,1469.66,4,2,Month-to-Month,Credit Card,Middle Age,2,2021-02,0
CUST_4124,55,71.81,4033.45,5,7,One Year,Credit Card,Senior,4,2022-04,0
CUST_4125,37,93.29,3571.65,2,5,One Year,Bank Transfer,Young Adult,3,2022-03,0
CUST_4126,27,88.51,2416.32,4,5,Month-to-Month,Credit Card,Young Adult,4,2021-04,1
CUST_4127,27,70.69,1859.0,4,3,Month-to-Month,Bank Transfer,Middle Age,5,2023-05,1
CUST_4128,70,62.75,4365.06,3,2,Month-to-Month,Electronic Check,Middle Age,4,2022-04,0
CUST_4129,8,88.95,725.7,5,3,Month-to-Month,Credit Card,Middle Age,3,2021-03,1
CUST_4130,1,83.49,106.31,2,4,Month-to-Month,Credit Card,Middle Age,3,2023-03,1
CUST_4131,7,57.63,438.33,5,4,One Year,Bank Transfer,Middle Age,4,2022-04,0
CUST_4132,5,54.1,293.51,5,1,Month-to-Month,Electronic Check,Middle Age,6,2022-06,1
CUST_4133,26,28.55,742.65,5,2,One Year,Electronic Check,Middle Age,7,2023-07,0
CUST_4134,24,73.08,1722.11,1,5,Month-to-Month,Mailed Check,Middle Age,4,2022-04,1
CUST_4135,21,68.35,1455.41,5,1,One Year,Electronic Check,Young Adult,8,2022-08,0
CUST_4136,1,92.72,185.47,4,4,Two Year,Electronic Check,Senior,6,2021-06,0
CUST_4137,31,77.18,2443.58,1,4,One Year,Bank Transfer,Senior,5,2023-05,0
CUST_4138,9,96.68,896.86,1,3,Month-to-Month,Credit Card,Middle Age,8,2022-08,1
CUST_4139,26,56.05,1508.78,5,5,Month-to-Month,Bank Transfer,Middle Age,6,2021-06,0
CUST_4140,19,92.76,1743.89,4,3,Month-to-Month,Credit Card,Young Adult,1,2022-01,1
CUST_4141,10,59.42,568.79,2,6,Month-to-Month,Bank Transfer,Young Adult,11,2021-11,1
CUST_4142,3,85.55,219.26,5,2,Two Year,Credit Card,Young Adult,1,2022-01,0
CUST_4143,2,40.82,75.38,1,4,Month-to-Month,Mailed Check,Young Adult,10,2022-10,1
CUST_4144,42,74.7,3116.3,2,4,One Year,Electronic Check,Middle Age,10,2022-10,0
CUST_4145,60,30.31,1879.01,2,4,One Year,Credit Card,Senior,6,2022-06,0
CUST_4146,25,64.66,1592.73,1,3,Month-to-Month,Mailed Check,Young Adult,8,2022-08,1
CUST_4147,2,78.81,117.48,2,0,Month-to-Month,Bank Transfer,Young Adult,9,2023-09,0
CUST_4148,12,59.58,812.09,4,0,Month-to-Month,Bank Transfer,Senior,4,2023-04,1
CUST_4149,31,48.99,1496.12,4,3,Month-to-Month,Electronic Check,Middle Age,11,2023-11,1
CUST_4150,36,86.92,3136.8,5,1,One Year,Credit Card,Middle Age,7,2021-07,0
CUST_4151,3,67.93,226.36,5,6,One Year,Electronic Check,Senior,9,2023-09,1
CUST_4152,1,60.21,3.38,2,4,Month-to-Month,Electronic Check,Middle Age,12,2022-12,1
CUST_4153,29,70.84,2116.13,1,6,Month-to-Month,Credit Card,Middle Age,8,2022-08,1
CUST_4154,10,120.0,1231.86,4,1,Month-to-Month,Mailed Check,Middle Age,12,2023-12,1
CUST_4155,7,93.07,729.41,3,5,Month-to-Month,Electronic Check,Young Adult,8,2021-08,1
CUST_4156,1,93.25,59.29,5,4,Month-to-Month,Electronic Check,Middle Age,1,2022-01,1
CUST_4157,18,78.71,1421.74,4,4,One Year,Electronic Check,Young Adult,10,2021-10,0
CUST_4158,45,73.33,3301.82,2,2,Month-to-Month,Bank Transfer,Middle Age,6,2022-06,0
CUST_4159,72,22.08,1602.95,4,2,Month-to-Month,Credit Card,Young Adult,11,2021-11,0
CUST_4160,20,56.42,1055.67,4,4,Month-to-Month,Credit Card,Middle Age,9,2021-09,1
CUST_4161,17,60.39,1032.17,2,3,One Year,Bank Transfer,Middle Age,8,2021-08,0
CUST_4162,2,32.5,0.0,5,6,Month-to-Month,Electronic Check,Young Adult,2,2022-02,1
CUST_4163,19,46.85,908.07,5,2,Month-to-Month,Credit Card,Young Adult,5,2022-05,0
CUST_4164,11,30.38,227.75,3,5,Month-to-Month,Electronic Check,Senior,11,2023-11,1
CUST_4165,22,69.23,1430.48,3,2,Month-to-Month,Electronic Check,Middle Age,4,2021-04,1
CUST_4166,11,86.38,991.11,5,1,Month-to-Month,Electronic Check,Senior,8,2021-08,1
CUST_4167,6,92.14,525.5,5,2,Two Year,Electronic Check,Senior,9,2022-09,0
CUST_4168,2,78.3,107.21,5,5,Month-to-Month,Credit Card,Young Adult,12,2021-12,1
CUST_4169,9,50.73,520.11,5,3,One Year,Electronic Check,Middle Age,3,2021-03,1
CUST_4170,2,31.36,79.1,4,9,One Year,Electronic Check,Middle Age,9,2022-09,1
CUST_4171,4,34.86,183.04,3,1,One Year,Electronic Check,Middle Age,1,2022-01,0
CUST_4172,72,44.62,3204.33,2,3,Month-to-Month,Electronic Check,Senior,7,2022-07,0
CUST_4173,14,52.22,865.06,1,4,One Year,Electronic Check,Middle Age,8,2022-08,0
CUST_4174,18,66.81,1172.35,2,1,One Year,Electronic Check,Middle Age,6,2022-06,0
CUST_4175,49,49.72,2523.5,1,3,Month-to-Month,Mailed Check,Senior,4,2022-04,0
CUST_4176,72,76.78,5525.09,4,2,One Year,Credit Card,Young Adult,4,2021-04,0
CUST_4177,20,65.35,1224.27,3,1,Month-to-Month,Bank Transfer,Middle Age,7,2022-07,0
CUST_4178,40,70.21,2832.54,1,3,Month-to-Month,Bank Transfer,Young Adult,10,2023-10,1
CUST_4179,9,92.81,851.03,5,4,Month-to-Month,Bank Transfer,Young Adult,6,2021-06,1
CUST_4180,8,46.4,318.63,4,2,Two Year,Bank Transfer,Young Adult,4,2023-04,0
CUST_4181,12,78.37,894.33,1,1,One Year,Credit Card,Middle Age,5,2022-05,0
CUST_4182,26,69.72,1811.49,5,2,One Year,Credit Card,Senior,10,2022-10,0
CUST_4183,27,63.33,1727.4,4,5,Month-to-Month,Mailed Check,Young Adult,4,2021-04,0
CUST_4184,9,87.71,665.86,1,2,Month-to-Month,Electronic Check,Senior,1,2022-01,0
CUST_4185,3,87.58,315.4,5,2,Month-to-Month,Electronic Check,Young Adult,4,2021-04,1
CUST_4186,24,51.07,1200.96,3,0,One Year,Electronic Check,Young Adult,6,2021-06,0
CUST_4187,3,66.36,132.49,4,1,Month-to-Month,Bank Transfer,Senior,11,2022-11,1
CUST_4188,20,75.62,1559.45,1,1,Month-to-Month,Credit Card,Young Adult,2,2021-02,1
CUST_4189,28,64.54,1805.94,5,0,Two Year,Mailed Check,Young Adult,7,2021-07,0
CUST_4190,28,81.7,2348.41,3,4,Two Year,Credit Card,Young Adult,9,2021-09,0
CUST_4191,33,75.62,2517.36,5,1,Two Year,Credit Card,Young Adult,12,2022-12,0
CUST_4192,49,106.65,5225.77,3,6,Month-to-Month,Credit Card,Middle Age,11,2021-11,1
CUST_4193,16,39.39,622.6,1,1,Two Year,Credit Card,Young Adult,10,2023-10,0
CUST_4194,31,67.55,2118.19,5,2,One Year,Bank Transfer,Middle Age,2,2021-02,0
CUST_4195,23,51.83,1171.41,5,3,Two Year,Credit Card,Middle Age,7,2021-07,0
CUST_4196,4,82.08,285.69,2,4,Two Year,Credit Card,Middle Age,2,2022-02,0
CUST_4197,1,37.66,68.16,4,0,Two Year,Electronic Check,Senior,9,2021-09,0
CUST_4198,8,76.93,608.22,5,5,Month-to-Month,Credit Card,Young Adult,12,2022-12,1
CUST_4199,14,57.4,805.28,3,6,Month-to-Month,Credit Card,Middle Age,1,2021-01,1
CUST_4200,23,55.32,1326.83,4,1,One Year,Bank Transfer,Middle Age,4,2023-04,0
CUST_4201,45,41.07,1842.46,1,2,Month-to-Month,Bank Transfer,Young Adult,12,2022-12,0
CUST_4202,5,60.7,304.25,4,1,Month-to-Month,Credit Card,Senior,2,2023-02,1
CUST_4203,3,91.69,245.09,2,4,One Year,Electronic Check,Middle Age,1,2021-01,0
CUST_4204,72,69.5,5025.54,1,4,Month-to-Month,Bank Transfer,Young Adult,2,2023-02,0
CUST_4205,2,82.55,182.59,5,4,Month-to-Month,Electronic Check,Young Adult,10,2021-10,0
CUST_4206,15,103.29,1594.39,1,4,Month-to-Month,Credit Card,Middle Age,6,2021-06,1
CUST_4207,21,75.28,1551.92,1,7,Month-to-Month,Electronic Check,Senior,5,2021-05,1
CUST_4208,18,58.82,1035.87,2,4,One Year,Credit Card,Senior,12,2021-12,0
CUST_4209,2,79.35,198.31,3,3,Two Year,Credit Card,Middle Age,1,2021-01,0
CUST_4210,1,59.11,71.72,1,8,One Year,Credit Card,Young Adult,3,2021-03,1
CUST_4211,2,59.91,74.51,3,5,One Year,Mailed Check,Middle Age,12,2022-12,1
CUST_4212,21,39.6,896.93,4,4,Month-to-Month,Credit Card,Senior,10,2021-10,1
CUST_4213,18,88.53,1508.62,2,6,Month-to-Month,Credit Card,Middle Age,6,2021-06,1
CUST_4214,6,62.28,412.89,5,3,One Year,Credit Card,Young Adult,5,2021-05,1
CUST_4215,24,73.64,1704.1,1,3,One Year,Electronic Check,Young Adult,6,2023-06,0
CUST_4216,41,49.28,2114.77,3,1,Month-to-Month,Bank Transfer,Middle Age,8,2023-08,0
CUST_4217,1,78.72,1.49,1,3,One Year,Bank Transfer,Young Adult,6,2022-06,1
CUST_4218,16,54.76,933.77,2,3,Two Year,Credit Card,Middle Age,11,2023-11,0
CUST_4219,28,67.17,1876.68,5,4,Month-to-Month,Credit Card,Young Adult,5,2022-05,1
CUST_4220,6,87.56,507.03,4,1,Month-to-Month,Credit Card,Senior,11,2021-11,1
CUST_4221,8,85.82,695.83,4,4,Month-to-Month,Bank Transfer,Middle Age,4,2021-04,1
CUST_4222,22,69.56,1561.92,3,2,Month-to-Month,Bank Transfer,Middle Age,5,2022-05,0
CUST_4223,54,34.64,1825.34,4,2,Two Year,Bank Transfer,Middle Age,11,2022-11,0
CUST_4224,39,120.0,4639.21,3,5,Two Year,Mailed Check,Young Adult,9,2022-09,0
CUST_4225,20,104.92,2130.88,5,1,One Year,Credit Card,Young Adult,10,2021-10,0
CUST_4226,31,84.45,2532.58,1,1,One Year,Electronic Check,Senior,11,2023-11,0
CUST_4227,10,54.94,520.19,2,0,One Year,Credit Card,Middle Age,6,2021-06,0
CUST_4228,24,67.73,1777.55,5,2,Month-to-Month,Credit Card,Young Adult,5,2022-05,0
CUST_4229,15,59.13,838.55,5,5,One Year,Electronic Check,Middle Age,11,2021-11,1
CUST_4230,5,95.28,533.79,4,2,One Year,Credit Card,Young Adult,11,2021-11,0
CUST_4231,29,75.25,2152.95,4,2,One Year,Bank Transfer,Young Adult,8,2021-08,0
CUST_4232,19,54.32,1057.53,2,1,Month-to-Month,Bank Transfer,Young Adult,5,2023-05,0
CUST_4233,10,60.58,638.52,1,2,Month-to-Month,Bank Transfer,Young Adult,5,2023-05,1
CUST_4234,58,92.42,5416.81,5,2,Month-to-Month,Bank Transfer,Middle Age,8,2021-08,0
CUST_4235,1,102.0,91.99,4,4,One Year,Electronic Check,Senior,9,2021-09,1
CUST_4236,9,100.57,1004.57,5,3,Month-to-Month,Credit Card,Middle Age,8,2022-08,1
CUST_4237,1,85.14,55.67,1,1,Month-to-Month,Credit Card,Middle Age,9,2021-09,0
CUST_4238,34,64.95,2220.01,3,1,One Year,Electronic Check,Young Adult,9,2023-09,0
CUST_4239,29,20.0,592.26,1,2,Month-to-Month,Electronic Check,Young Adult,8,2023-08,1
CUST_4240,9,75.94,627.36,5,6,Month-to-Month,Electronic Check,Middle Age,7,2021-07,1
CUST_4241,27,69.96,1874.63,5,5,Two Year,Electronic Check,Senior,7,2023-07,0
CUST_4242,12,72.8,881.68,2,1,Month-to-Month,Bank Transfer,Young Adult,12,2023-12,1
CUST_4243,33,71.08,2324.03,5,1,Month-to-Month,Electronic Check,Middle Age,1,2023-01,0
CUST_4244,14,43.47,730.63,4,4,Month-to-Month,Electronic Check,Senior,7,2021-07,1
CUST_4245,12,81.15,931.87,2,2,Month-to-Month,Electronic Check,Middle Age,10,2022-10,1
CUST_4246,65,82.64,5430.57,5,1,Month-to-Month,Bank Transfer,Young Adult,6,2023-06,0
CUST_4247,6,83.65,544.72,1,2,One Year,Electronic Check,Young Adult,12,2022-12,0
CUST_4248,3,88.93,266.1,5,4,Month-to-Month,Electronic Check,Senior,1,2021-01,1
CUST_4249,21,82.08,1680.42,1,0,Month-to-Month,Credit Card,Young Adult,10,2022-10,0
CUST_4250,72,61.8,4411.19,1,4,Month-to-Month,Electronic Check,Middle Age,10,2022-10,0
CUST_4251,11,68.58,728.48,5,1,Month-to-Month,Credit Card,Middle Age,8,2022-08,1
CUST_4252,1,71.82,0.0,1,3,Month-to-Month,Bank Transfer,Middle Age,9,2021-09,1
CUST_4253,9,72.15,599.18,3,6,Month-to-Month,Electronic Check,Young Adult,11,2021-11,1
CUST_4254,16,89.96,1365.24,2,6,Month-to-Month,Electronic Check,Middle Age,11,2021-11,1
CUST_4255,4,82.87,398.77,5,3,Month-to-Month,Electronic Check,Young Adult,2,2021-02,1
CUST_4256,25,111.55,2819.67,3,4,Month-to-Month,Bank Transfer,Middle Age,4,2023-04,0
CUST_4257,72,114.13,8256.66,1,4,Month-to-Month,Electronic Check,Middle Age,11,2021-11,0
CUST_4258,14,71.59,1031.7,1,4,One Year,Mailed Check,Young Adult,7,2022-07,1
CUST_4259,10,20.0,208.35,2,2,Month-to-Month,Bank Transfer,Middle Age,12,2022-12,1
CUST_4260,12,94.74,1209.91,3,7,Month-to-Month,Credit Card,Senior,11,2021-11,1
CUST_4261,2,59.19,87.84,3,2,Month-to-Month,Bank Transfer,Senior,1,2023-01,1
CUST_4262,51,53.97,2757.8,5,4,Month-to-Month,Credit Card,Young Adult,8,2023-08,0
CUST_4263,12,62.03,781.71,1,2,Month-to-Month,Credit Card,Middle Age,12,2021-12,1
CUST_4264,11,61.07,605.71,4,5,Month-to-Month,Credit Card,Middle Age,9,2023-09,1
CUST_4265,25,82.25,2211.08,5,2,One Year,Credit Card,Middle Age,8,2022-08,0
CUST_4266,14,38.81,544.77,5,4,One Year,Electronic Check,Middle Age,2,2023-02,1
CUST_4267,25,48.45,1218.35,5,3,Month-to-Month,Credit Card,Senior,8,2023-08,0
CUST_4268,1,76.86,139.7,2,2,Month-to-Month,Bank Transfer,Middle Age,8,2021-08,1
CUST_4269,40,82.46,3344.15,2,4,Month-to-Month,Electronic Check,Senior,2,2022-02,1
CUST_4270,67,82.83,5551.51,5,3,One Year,Mailed Check,Young Adult,11,2023-11,0
CUST_4271,25,54.26,1363.01,4,0,Month-to-Month,Electronic Check,Senior,9,2023-09,0
CUST_4272,72,50.43,3555.75,3,3,Month-to-Month,Mailed Check,Senior,1,2022-01,0
CUST_4273,3,59.87,151.79,3,4,Month-to-Month,Bank Transfer,Middle Age,7,2023-07,1
CUST_4274,15,74.8,1147.86,1,4,Two Year,Bank Transfer,Senior,2,2022-02,0
CUST_4275,22,99.71,2215.81,3,2,Month-to-Month,Bank Transfer,Middle Age,8,2023-08,0
CUST_4276,20,29.05,642.06,3,4,Month-to-Month,Bank Transfer,Middle Age,8,2021-08,1
CUST_4277,12,65.59,781.05,4,6,One Year,Electronic Check,Senior,4,2023-04,1
CUST_4278,9,43.35,320.79,3,4,Month-to-Month,Bank Transfer,Young Adult,8,2023-08,1
CUST_4279,3,36.96,163.72,4,2,Month-to-Month,Electronic Check,Senior,5,2023-05,1
CUST_4280,11,89.34,1054.54,2,5,One Year,Credit Card,Young Adult,9,2022-09,0
CUST_4281,4,80.89,368.47,4,3,Two Year,Mailed Check,Middle Age,1,2022-01,0
CUST_4282,31,78.99,2440.51,2,4,One Year,Electronic Check,Young Adult,5,2021-05,0
CUST_4283,5,88.42,494.32,4,3,Month-to-Month,Electronic Check,Young Adult,9,2021-09,1
CUST_4284,1,60.41,231.86,5,4,One Year,Credit Card,Middle Age,6,2021-06,0
CUST_4285,19,61.35,1171.41,2,1,Two Year,Credit Card,Young Adult,4,2021-04,0
CUST_4286,21,113.71,2322.32,2,5,Month-to-Month,Credit Card,Senior,1,2021-01,1
CUST_4287,49,65.07,3159.12,3,8,Month-to-Month,Credit Card,Young Adult,10,2022-10,1
CUST_4288,20,84.7,1725.27,2,2,Two Year,Credit Card,Young Adult,12,2021-12,0
CUST_4289,10,70.13,621.06,4,4,Month-to-Month,Credit Card,Senior,6,2023-06,1
CUST_4290,38,33.03,1263.61,5,4,Month-to-Month,Credit Card,Senior,11,2021-11,0
CUST_4291,18,29.11,543.0,5,4,Month-to-Month,Mailed Check,Middle Age,7,2021-07,0
CUST_4292,1,58.42,135.18,3,4,Month-to-Month,Mailed Check,Young Adult,7,2021-07,1
CUST_4293,20,91.12,1887.91,4,3,One Year,Bank Transfer,Senior,9,2021-09,0
CUST_4294,57,85.77,4932.12,4,4,Month-to-Month,Electronic Check,Middle Age,4,2022-04,0
CUST_4295,12,88.28,951.23,1,3,Month-to-Month,Credit Card,Senior,4,2021-04,1
CUST_4296,8,50.26,448.13,2,2,One Year,Bank Transfer,Middle Age,5,2022-05,0
CUST_4297,3,102.32,342.24,3,1,One Year,Credit Card,Senior,12,2021-12,1
CUST_4298,3,50.7,164.9,5,0,One Year,Mailed Check,Middle Age,9,2022-09,0
CUST_4299,13,74.26,878.87,1,2,Month-to-Month,Credit Card,Middle Age,2,2021-02,1
CUST_4300,21,69.79,1426.75,4,4,Month-to-Month,Bank Transfer,Middle Age,4,2023-04,1
CUST_4301,2,66.52,74.7,2,1,Month-to-Month,Electronic Check,Middle Age,9,2022-09,1
CUST_4302,67,96.77,6382.84,5,1,Month-to-Month,Credit Card,Young Adult,6,2022-06,0
CUST_4303,33,55.9,1844.55,1,1,Month-to-Month,Bank Transfer,Middle Age,6,2021-06,1
CUST_4304,21,43.01,863.32,4,3,One Year,Bank Transfer,Middle Age,7,2022-07,0
CUST_4305,42,70.4,3088.07,5,1,Month-to-Month,Credit Card,Middle Age,5,2022-05,0
CUST_4306,2,62.0,115.56,5,5,Month-to-Month,Electronic Check,Middle Age,4,2022-04,1
CUST_4307,15,120.0,1864.69,4,1,One Year,Bank Transfer,Middle Age,11,2023-11,0
CUST_4308,23,83.53,1842.74,4,2,Month-to-Month,Credit Card,Senior,3,2021-03,1
CUST_4309,42,61.81,2569.52,3,4,Month-to-Month,Electronic Check,Middle Age,2,2023-02,0
CUST_4310,36,48.88,1764.52,5,0,Month-to-Month,Credit Card,Young Adult,7,2023-07,0
CUST_4311,7,32.39,181.32,4,5,Month-to-Month,Bank Transfer,Young Adult,5,2021-05,1
CUST_4312,67,49.5,3295.39,1,2,Two Year,Credit Card,Young Adult,1,2023-01,0
CUST_4313,3,72.3,206.0,2,2,One Year,Bank Transfer,Young Adult,4,2023-04,0
CUST_4314,49,98.55,4817.25,3,6,Month-to-Month,Credit Card,Young Adult,9,2022-09,1
CUST_4315,72,92.43,6747.72,4,4,Month-to-Month,Credit Card,Middle Age,8,2022-08,0
CUST_4316,4,74.58,317.23,2,3,Month-to-Month,Electronic Check,Young Adult,11,2021-11,1
CUST_4317,30,63.54,1930.18,3,1,One Year,Credit Card,Young Adult,7,2021-07,0
CUST_4318,1,75.38,102.36,5,3,Two Year,Electronic Check,Senior,5,2023-05,0
CUST_4319,12,59.63,746.19,2,2,Month-to-Month,Electronic Check,Senior,1,2021-01,0
CUST_4320,17,104.37,1770.15,3,5,Two Year,Electronic Check,Middle Age,12,2021-12,0
CUST_4321,20,66.22,1308.36,4,1,Month-to-Month,Electronic Check,Young Adult,5,2022-05,0
CUST_4322,65,68.27,4445.89,4,3,Month-to-Month,Electronic Check,Senior,8,2023-08,0
CUST_4323,26,25.68,725.52,3,4,Month-to-Month,Credit Card,Middle Age,4,2022-04,1
CUST_4324,15,66.09,1047.66,5,3,One Year,Electronic Check,Young Adult,12,2022-12,1
CUST_4325,39,86.73,3370.45,3,3,Month-to-Month,Electronic Check,Middle Age,5,2022-05,0
CUST_4326,72,48.65,3541.19,1,2,One Year,Mailed Check,Young Adult,8,2023-08,0
CUST_4327,1,54.99,45.26,3,3,Month-to-Month,Credit Card,Senior,5,2023-05,1
CUST_4328,72,85.85,6182.89,3,6,One Year,Credit Card,Senior,4,2023-04,0
CUST_4329,2,40.47,57.26,4,3,Month-to-Month,Electronic Check,Young Adult,11,2022-11,1
CUST_4330,40,91.16,3637.32,5,3,Month-to-Month,Credit Card,Middle Age,4,2021-04,1
CUST_4331,7,59.36,482.59,3,6,Month-to-Month,Credit Card,Middle Age,6,2023-06,1
CUST_4332,3,62.23,191.31,2,6,One Year,Credit Card,Senior,10,2021-10,1
CUST_4333,13,47.52,624.52,4,3,One Year,Credit Card,Middle Age,1,2022-01,0
CUST_4334,24,77.56,1789.08,4,3,Month-to-Month,Bank Transfer,Young Adult,4,2023-04,0
CUST_4335,11,119.2,1295.74,3,4,Month-to-Month,Mailed Check,Young Adult,1,2021-01,1
CUST_4336,1,85.63,73.56,2,4,One Year,Bank Transfer,Young Adult,12,2023-12,0
CUST_4337,21,52.71,1065.45,3,2,Month-to-Month,Electronic Check,Senior,6,2022-06,0
CUST_4338,55,92.71,5100.13,2,0,Two Year,Bank Transfer,Senior,8,2023-08,0
CUST_4339,11,63.67,678.91,4,1,Two Year,Electronic Check,Middle Age,4,2022-04,0
CUST_4340,5,97.49,491.45,2,5,Month-to-Month,Credit Card,Young Adult,8,2022-08,1
CUST_4341,14,86.13,1211.9,3,1,One Year,Credit Card,Middle Age,2,2021-02,0
CUST_4342,1,20.0,0.0,1,5,One Year,Credit Card,Senior,5,2022-05,1
CUST_4343,41,49.92,2026.78,1,3,Month-to-Month,Credit Card,Young Adult,3,2022-03,0
CUST_4344,42,88.89,3737.25,2,4,Month-to-Month,Bank Transfer,Middle Age,7,2023-07,1
CUST_4345,21,73.03,1592.84,3,2,Month-to-Month,Bank Transfer,Young Adult,9,2022-09,1
CUST_4346,10,49.52,508.04,5,4,Two Year,Electronic Check,Middle Age,1,2022-01,0
CUST_4347,38,57.33,2145.44,1,8,One Year,Bank Transfer,Senior,8,2022-08,0
CUST_4348,19,31.88,625.67,4,0,Month-to-Month,Bank Transfer,Middle Age,4,2022-04,0
CUST_4349,41,68.23,2882.81,3,5,Month-to-Month,Electronic Check,Middle Age,10,2021-10,1
CUST_4350,23,114.21,2672.67,3,0,Month-to-Month,Electronic Check,Senior,11,2023-11,1
CUST_4351,36,86.1,3126.98,1,4,One Year,Bank Transfer,Senior,5,2023-05,0
CUST_4352,21,113.81,2426.29,5,2,Month-to-Month,Credit Card,Young Adult,12,2022-12,0
CUST_4353,12,87.65,1123.8,4,5,One Year,Bank Transfer,Middle Age,1,2021-01,1
CUST_4354,72,90.55,6573.38,5,1,Month-to-Month,Credit Card,Senior,5,2021-05,0
CUST_4355,18,109.48,1998.98,4,1,Month-to-Month,Mailed Check,Middle Age,9,2022-09,0
CUST_4356,22,77.55,1759.53,1,2,Month-to-Month,Mailed Check,Middle Age,8,2022-08,0
CUST_4357,5,66.26,277.22,3,4,Month-to-Month,Electronic Check,Middle Age,8,2023-08,1
CUST_4358,23,90.65,2009.84,4,1,One Year,Credit Card,Young Adult,6,2023-06,0
CUST_4359,20,99.08,1989.45,3,2,One Year,Credit Card,Young Adult,12,2023-12,0
CUST_4360,4,60.4,245.03,2,5,Two Year,Electronic Check,Middle Age,9,2023-09,1
CUST_4361,1,55.57,28.37,2,5,One Year,Credit Card,Middle Age,4,2022-04,0
CUST_4362,22,72.78,1642.45,1,4,Month-to-Month,Bank Transfer,Senior,6,2022-06,1
CUST_4363,34,86.63,2852.28,1,1,Two Year,Bank Transfer,Middle Age,3,2023-03,0
CUST_4364,17,85.96,1434.58,1,3,One Year,Bank Transfer,Middle Age,2,2023-02,0
CUST_4365,6,41.52,224.87,2,4,Month-to-Month,Electronic Check,Middle Age,9,2022-09,1
CUST_4366,26,108.23,2732.16,4,2,Month-to-Month,Bank Transfer,Middle Age,5,2023-05,1
CUST_4367,2,57.18,189.1,5,2,Two Year,Credit Card,Senior,11,2022-11,0
CUST_4368,13,64.7,773.14,1,2,One Year,Electronic Check,Senior,2,2023-02,0
CUST_4369,4,51.95,178.38,5,2,One Year,Credit Card,Middle Age,5,2022-05,0
CUST_4370,4,120.0,525.4,5,2,Month-to-Month,Bank Transfer,Young Adult,6,2021-06,1
CUST_4371,5,74.84,406.5,2,4,One Year,Credit Card,Senior,8,2022-08,0
CUST_4372,11,52.98,527.37,4,1,Month-to-Month,Mailed Check,Middle Age,5,2021-05,1
CUST_4373,1,87.28,121.4,2,2,Month-to-Month,Credit Card,Middle Age,12,2021-12,1
CUST_4374,12,85.38,1039.05,1,5,One Year,Credit Card,Senior,2,2023-02,1
CUST_4375,17,66.25,1242.9,2,5,One Year,Electronic Check,Middle Age,7,2021-07,0
CUST_4376,15,86.81,1322.35,2,3,Month-to-Month,Electronic Check,Middle Age,5,2023-05,1
CUST_4377,11,53.49,581.33,2,1,Month-to-Month,Credit Card,Senior,11,2021-11,0
CUST_4378,43,60.14,2543.19,1,3,Month-to-Month,Credit Card,Middle Age,2,2021-02,1
CUST_4379,3,29.8,52.19,1,2,Month-to-Month,Credit Card,Senior,12,2023-12,1
CUST_4380,16,43.52,655.03,2,1,Month-to-Month,Credit Card,Middle Age,6,2022-06,0
CUST_4381,1,106.15,174.7,2,3,Month-to-Month,Bank Transfer,Senior,11,2023-11,1
CUST_4382,1,102.83,103.73,5,7,Month-to-Month,Electronic Check,Middle Age,7,2021-07,1
CUST_4383,20,71.32,1454.66,4,3,One Year,Credit Card,Middle Age,8,2023-08,0
